-9.00000000e-01  1.17806969e+00 -9.00000000e-01 -4.73868013e-02 
-8.85000000e-01  1.17803872e+00 -8.85000000e-01 -4.73865752e-02 
-8.70000000e-01  1.17800006e+00 -8.70000000e-01 -4.73863607e-02 
-8.55000000e-01  1.17795128e+00 -8.55000000e-01 -4.73861613e-02 
-8.40000000e-01  1.17788922e+00 -8.40000000e-01 -4.73859820e-02 
-8.25000000e-01  1.17780971e+00 -8.25000000e-01 -4.73858288e-02 
-8.10000000e-01  1.17770727e+00 -8.10000000e-01 -4.73857098e-02 
-7.95000000e-01  1.17757474e+00 -7.95000000e-01 -4.73856362e-02 
-7.80000000e-01  1.17740275e+00 -7.80000000e-01 -4.73856217e-02 
-7.65000000e-01  1.17717905e+00 -7.65000000e-01 -4.73856846e-02 
-7.50000000e-01  1.17688764e+00 -7.50000000e-01 -4.73858488e-02 
-7.35000000e-01  1.17650775e+00 -7.35000000e-01 -4.73861452e-02 
-7.20000000e-01  1.17601242e+00 -7.20000000e-01 -4.73866135e-02 
-7.05000000e-01  1.17536692e+00 -7.05000000e-01 -4.73873047e-02 
-6.90000000e-01  1.17452669e+00 -6.90000000e-01 -4.73882840e-02 
-6.75000000e-01  1.17343506e+00 -6.75000000e-01 -4.73896332e-02 
-6.60000000e-01  1.17202071e+00 -6.60000000e-01 -4.73914540e-02 
-6.45000000e-01  1.17019511e+00 -6.45000000e-01 -4.73938704e-02 
-6.30000000e-01  1.16785018e+00 -6.30000000e-01 -4.73970302e-02 
-6.15000000e-01  1.16485692e+00 -6.15000000e-01 -4.74011040e-02 
-6.00000000e-01  1.16106553e+00 -6.00000000e-01 -4.74062808e-02 
-5.85000000e-01  1.15630804e+00 -5.85000000e-01 -4.74127586e-02 
-5.70000000e-01  1.15040394e+00 -5.70000000e-01 -4.74207296e-02 
-5.55000000e-01  1.14316927e+00 -5.55000000e-01 -4.74303587e-02 
-5.40000000e-01  1.13442877e+00 -5.40000000e-01 -4.74417582e-02 
-5.25000000e-01  1.12402801e+00 -5.25000000e-01 -4.74549660e-02 
-5.10000000e-01  1.11184603e+00 -5.10000000e-01 -4.74699231e-02 
-4.95000000e-01  1.09780333e+00 -4.95000000e-01 -4.74864627e-02 
-4.80000000e-01  1.08186177e+00 -4.80000000e-01 -4.75043143e-02 
-4.65000000e-01  1.06402800e+00 -4.65000000e-01 -4.75231042e-02 
-4.50000000e-01  1.04433676e+00 -4.50000000e-01 -4.75423856e-02 
-4.35000000e-01  1.02285119e+00 -4.35000000e-01 -4.75616472e-02 
-4.20000000e-01  9.99663313e-01 -4.20000000e-01 -4.75803326e-02 
-4.05000000e-01  9.74849815e-01 -4.05000000e-01 -4.75979094e-02 
-3.90000000e-01  9.48503750e-01 -3.90000000e-01 -4.76138814e-02 
-3.75000000e-01  9.20715613e-01 -3.75000000e-01 -4.76278803e-02 
-3.60000000e-01  8.91580355e-01 -3.60000000e-01 -4.76397542e-02 
-3.45000000e-01  8.61202980e-01 -3.45000000e-01 -4.76496384e-02 
-3.30000000e-01  8.29699547e-01 -3.30000000e-01 -4.76579272e-02 
-3.15000000e-01  7.97189205e-01 -3.15000000e-01 -4.76651168e-02 
-3.00000000e-01  7.63782721e-01 -3.00000000e-01 -4.76716270e-02 
-2.85000000e-01  7.29576371e-01 -2.85000000e-01 -4.76777244e-02 
-2.70000000e-01  6.94652348e-01 -2.70000000e-01 -4.76835447e-02 
-2.55000000e-01  6.59081706e-01 -2.55000000e-01 -4.76891421e-02 
-2.40000000e-01  6.22927098e-01 -2.40000000e-01 -4.76945287e-02 
-2.25000000e-01  5.86244706e-01 -2.25000000e-01 -4.76996972e-02 
-2.10000000e-01  5.49085510e-01 -2.10000000e-01 -4.77046321e-02 
-1.95000000e-01  5.11496171e-01 -1.95000000e-01 -4.77093150e-02 
-1.80000000e-01  4.73470347e-01 -1.80000000e-01 -4.77137353e-02 
-1.65000000e-01  4.35148535e-01 -1.65000000e-01 -4.77178585e-02 
-1.50000000e-01  3.96516999e-01 -1.50000000e-01 -4.77216768e-02 
-1.35000000e-01  3.57610448e-01 -1.35000000e-01 -4.77251751e-02 
-1.20000000e-01  3.18461552e-01 -1.20000000e-01 -4.77283401e-02 
-1.05000000e-01  2.79101239e-01 -1.05000000e-01 -4.77311597e-02 
-9.00000000e-02  2.39558949e-01 -9.00000000e-02 -4.77336238e-02 
-7.50000000e-02  1.99792194e-01 -7.50000000e-02 -4.77357282e-02 
-6.00000000e-02  1.59982794e-01 -6.00000000e-02 -4.77374542e-02 
-4.50000000e-02  1.20073584e-01 -4.50000000e-02 -4.77388028e-02 
-3.00000000e-02  8.00100210e-02 -3.00000000e-02 -4.77397716e-02 
-1.50000000e-02  4.00171243e-02 -1.50000000e-02 -4.77403511e-02 
 6.52256027e-16  2.40607534e-12  6.52256027e-16 -4.77405438e-02 
 1.50000000e-02 -4.00171243e-02  1.50000000e-02 -4.77403511e-02 
 3.00000000e-02 -8.00100210e-02  3.00000000e-02 -4.77397716e-02 
 4.50000000e-02 -1.20073584e-01  4.50000000e-02 -4.77388028e-02 
 6.00000000e-02 -1.59982794e-01  6.00000000e-02 -4.77374542e-02 
 7.50000000e-02 -1.99792194e-01  7.50000000e-02 -4.77357282e-02 
 9.00000000e-02 -2.39558949e-01  9.00000000e-02 -4.77336238e-02 
 1.05000000e-01 -2.79101239e-01  1.05000000e-01 -4.77311597e-02 
 1.20000000e-01 -3.18461552e-01  1.20000000e-01 -4.77283401e-02 
 1.35000000e-01 -3.57610448e-01  1.35000000e-01 -4.77251751e-02 
 1.50000000e-01 -3.96516999e-01  1.50000000e-01 -4.77216768e-02 
 1.65000000e-01 -4.35148535e-01  1.65000000e-01 -4.77178585e-02 
 1.80000000e-01 -4.73470346e-01  1.80000000e-01 -4.77137353e-02 
 1.95000000e-01 -5.11496171e-01  1.95000000e-01 -4.77093150e-02 
 2.10000000e-01 -5.49085510e-01  2.10000000e-01 -4.77046321e-02 
 2.25000000e-01 -5.86244706e-01  2.25000000e-01 -4.76996972e-02 
 2.40000000e-01 -6.22927098e-01  2.40000000e-01 -4.76945287e-02 
 2.55000000e-01 -6.59081706e-01  2.55000000e-01 -4.76891421e-02 
 2.70000000e-01 -6.94652348e-01  2.70000000e-01 -4.76835447e-02 
 2.85000000e-01 -7.29576371e-01  2.85000000e-01 -4.76777244e-02 
 3.00000000e-01 -7.63782721e-01  3.00000000e-01 -4.76716270e-02 
 3.15000000e-01 -7.97189205e-01  3.15000000e-01 -4.76651168e-02 
 3.30000000e-01 -8.29699547e-01  3.30000000e-01 -4.76579272e-02 
 3.45000000e-01 -8.61202980e-01  3.45000000e-01 -4.76496384e-02 
 3.60000000e-01 -8.91580355e-01  3.60000000e-01 -4.76397542e-02 
 3.75000000e-01 -9.20715613e-01  3.75000000e-01 -4.76278803e-02 
 3.90000000e-01 -9.48503750e-01  3.90000000e-01 -4.76138814e-02 
 4.05000000e-01 -9.74849815e-01  4.05000000e-01 -4.75979094e-02 
 4.20000000e-01 -9.99663313e-01  4.20000000e-01 -4.75803326e-02 
 4.35000000e-01 -1.02285119e+00  4.35000000e-01 -4.75616472e-02 
 4.50000000e-01 -1.04433676e+00  4.50000000e-01 -4.75423856e-02 
 4.65000000e-01 -1.06402800e+00  4.65000000e-01 -4.75231042e-02 
 4.80000000e-01 -1.08186177e+00  4.80000000e-01 -4.75043143e-02 
 4.95000000e-01 -1.09780333e+00  4.95000000e-01 -4.74864627e-02 
 5.10000000e-01 -1.11184603e+00  5.10000000e-01 -4.74699231e-02 
 5.25000000e-01 -1.12402801e+00  5.25000000e-01 -4.74549660e-02 
 5.40000000e-01 -1.13442877e+00  5.40000000e-01 -4.74417582e-02 
 5.55000000e-01 -1.14316927e+00  5.55000000e-01 -4.74303587e-02 
 5.70000000e-01 -1.15040394e+00  5.70000000e-01 -4.74207296e-02 
 5.85000000e-01 -1.15630804e+00  5.85000000e-01 -4.74127586e-02 
 6.00000000e-01 -1.16106553e+00  6.00000000e-01 -4.74062808e-02 
 6.15000000e-01 -1.16485692e+00  6.15000000e-01 -4.74011040e-02 
 6.30000000e-01 -1.16785018e+00  6.30000000e-01 -4.73970302e-02 
 6.45000000e-01 -1.17019511e+00  6.45000000e-01 -4.73938704e-02 
 6.60000000e-01 -1.17202071e+00  6.60000000e-01 -4.73914540e-02 
 6.75000000e-01 -1.17343506e+00  6.75000000e-01 -4.73896332e-02 
 6.90000000e-01 -1.17452669e+00  6.90000000e-01 -4.73882840e-02 
 7.05000000e-01 -1.17536692e+00  7.05000000e-01 -4.73873047e-02 
 7.20000000e-01 -1.17601242e+00  7.20000000e-01 -4.73866135e-02 
 7.35000000e-01 -1.17650775e+00  7.35000000e-01 -4.73861452e-02 
 7.50000000e-01 -1.17688764e+00  7.50000000e-01 -4.73858488e-02 
 7.65000000e-01 -1.17717905e+00  7.65000000e-01 -4.73856846e-02 
 7.80000000e-01 -1.17740275e+00  7.80000000e-01 -4.73856217e-02 
 7.95000000e-01 -1.17757474e+00  7.95000000e-01 -4.73856362e-02 
 8.10000000e-01 -1.17770727e+00  8.10000000e-01 -4.73857098e-02 
 8.25000000e-01 -1.17780971e+00  8.25000000e-01 -4.73858288e-02 
 8.40000000e-01 -1.17788922e+00  8.40000000e-01 -4.73859820e-02 
 8.55000000e-01 -1.17795128e+00  8.55000000e-01 -4.73861613e-02 
 8.70000000e-01 -1.17800006e+00  8.70000000e-01 -4.73863607e-02 
 8.85000000e-01 -1.17803872e+00  8.85000000e-01 -4.73865752e-02 
 9.00000000e-01 -1.17806969e+00  9.00000000e-01 -4.73868013e-02 
