f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc,cm_dm_db
1.949844599999999983e-01,-5.900000004110950158e-07,2.286040000001321459e-03,-9.399951490999998782e+01,-9.674652969999999641e+01
1.995262309999999983e-01,-5.800000000277805157e-07,2.339500000005045877e-03,-9.379931940000000168e+01,-9.654437299999999311e+01
2.041737939999999918e-01,-5.599999997052407252e-07,2.393899999987070260e-03,-9.359913240999999573e+01,-9.634230789999999445e+01
2.089296129999999863e-01,-5.199999999483395641e-07,2.450189999990470824e-03,-9.339895353000000000e+01,-9.614033070000000691e+01
2.137962089999999871e-01,-5.000000000698889835e-07,2.506839999995236212e-03,-9.319878234000000816e+01,-9.593843800000000499e+01
2.187761619999999962e-01,-4.700000002522131126e-07,2.565869999983760863e-03,-9.299861867999999276e+01,-9.573662629999999751e+01
2.238721140000000109e-01,-4.399999999904480319e-07,2.625730000005432885e-03,-9.279846206000000564e+01,-9.553489249999999799e+01
2.290867649999999978e-01,-4.099999997286829512e-07,2.686320000009345677e-03,-9.259831230000000346e+01,-9.533323319999999512e+01
2.344228819999999991e-01,-3.799999999110070803e-07,2.749930000021549859e-03,-9.239816915000000108e+01,-9.513164559999999881e+01
2.398832919999999980e-01,-3.400000001541059191e-07,2.813209999999344291e-03,-9.219803219000000638e+01,-9.493012659999999414e+01
2.454708919999999961e-01,-2.999999999531155481e-07,2.879159999991998120e-03,-9.199790134999999225e+01,-9.472867340000000524e+01
2.511886429999999892e-01,-2.600000001962143870e-07,2.946070000007239287e-03,-9.179777617999999961e+01,-9.452728340000000173e+01
2.570395779999999908e-01,-2.199999999952240159e-07,3.014509999985648392e-03,-9.159765659999999343e+01,-9.432595399999999586e+01
2.630267989999999778e-01,-1.900000001775481451e-07,3.085300000009283394e-03,-9.139754232999999317e+01,-9.412468250000000580e+01
2.691534800000000005e-01,-1.400000000373324838e-07,3.157520999991447752e-03,-9.119743321000001401e+01,-9.392346670000000586e+01
2.754228699999999863e-01,-8.999999989711682247e-08,3.230427000005420268e-03,-9.099732883999999444e+01,-9.372230410000000234e+01
2.818382930000000175e-01,-4.000000020099037101e-08,3.305486999977347295e-03,-9.079722916000000055e+01,-9.352119260000000622e+01
2.884031499999999970e-01,1.000000038331450014e-08,3.383339999999179781e-03,-9.059713390999999660e+01,-9.332013000000000602e+01
2.951209229999999795e-01,5.999999963535174174e-08,3.461786000002575747e-03,-9.039704292999999780e+01,-9.311911430000000678e+01
3.019951719999999784e-01,1.200000001588819032e-07,3.542769000006273927e-03,-9.019695609000000047e+01,-9.291814340000000527e+01
3.090295430000000176e-01,1.799999997942336449e-07,3.625368000001572000e-03,-8.999687316000000692e+01,-9.271721549999999468e+01
3.162277660000000212e-01,2.399999998736745965e-07,3.709780000008322531e-03,-8.979679403999999465e+01,-9.251632879999999659e+01
3.235936569999999790e-01,2.999999999531155481e-07,3.796313999998801592e-03,-8.959671844999999735e+01,-9.231548159999999825e+01
3.311311209999999727e-01,3.600000000325564997e-07,3.884382000023833825e-03,-8.939664634000000376e+01,-9.211467210000000705e+01
3.388441560000000075e-01,4.399999999904480319e-07,3.974486999993587233e-03,-8.919657746999999404e+01,-9.191389879999999835e+01
3.467368499999999854e-01,5.100000000091142738e-07,4.067219999996041224e-03,-8.899651184999999032e+01,-9.171316009999999608e+01
3.548133889999999790e-01,5.899999999670058060e-07,4.162250000007361450e-03,-8.879644921999999951e+01,-9.151245450000000403e+01
3.630780550000000106e-01,6.599999999856720478e-07,4.259324999992486482e-03,-8.859638954999999783e+01,-9.131178069999999991e+01
3.715352290000000224e-01,7.600000002661033704e-07,4.358261999982460111e-03,-8.839633253999998885e+01,-9.111113729999999578e+01
3.801893960000000128e-01,8.400000002239949026e-07,4.459944000018367660e-03,-8.819627834000000632e+01,-9.091052299999999775e+01
3.890451449999999811e-01,9.300000001211117251e-07,4.564322000021547865e-03,-8.799622663999998906e+01,-9.070993660000000602e+01
3.981071709999999819e-01,1.030000000401543048e-06,4.670408999999153821e-03,-8.779617737999998894e+01,-9.050937690000000657e+01
4.073802779999999846e-01,1.139999999733021241e-06,4.779280000008157003e-03,-8.759613044000001025e+01,-9.030884269999999958e+01
4.168693829999999823e-01,1.249999999952677854e-06,4.890071000005491442e-03,-8.739608583999999780e+01,-9.010833300000000179e+01
4.265795190000000181e-01,1.349999999789019967e-06,5.003979000008484945e-03,-8.719604327000000410e+01,-8.990784680000000151e+01
4.365158319999999925e-01,1.470000000391991080e-06,5.121267000021134663e-03,-8.699600295999999844e+01,-8.970738299999999299e+01
4.466835920000000182e-01,1.600000000046009063e-06,5.240257000025394518e-03,-8.679596449999999663e+01,-8.950694070000000124e+01
4.570881900000000053e-01,1.729999999700027047e-06,5.362340000004905960e-03,-8.659592802000000233e+01,-8.930651910000000271e+01
4.677351410000000209e-01,1.859999999798134240e-06,5.486972100015918841e-03,-8.639589333000000693e+01,-8.910611719999999991e+01
4.786300920000000070e-01,1.999999999835466724e-06,5.614681800011567248e-03,-8.619586047999999323e+01,-8.890573419999999771e+01
4.897788189999999764e-01,2.150000000256113708e-06,5.746070399993641331e-03,-8.599582930000001113e+01,-8.870536930000000098e+01
5.011872339999999815e-01,2.310000000171896772e-06,5.879816600014464711e-03,-8.579579977000000213e+01,-8.850502190000000269e+01
5.128613840000000312e-01,2.470000000087679837e-06,6.016680700014376271e-03,-8.559577182999998968e+01,-8.830469109999999944e+01
5.248074600000000034e-01,2.640000000386777401e-06,6.156508499998381012e-03,-8.539574539000000186e+01,-8.810437629999999842e+01
5.370317959999999502e-01,2.810000000241785756e-06,6.300236000015502214e-03,-8.519572033000000033e+01,-8.790407679999999857e+01
5.495408739999999570e-01,2.999999999975244691e-06,6.446897000017770551e-03,-8.499569680000000460e+01,-8.770379210000000114e+01
5.623413250000000030e-01,3.190000000152792836e-06,6.597623000004659843e-03,-8.479567461000000606e+01,-8.750352150000000506e+01
5.754399369999999569e-01,3.399999999764702352e-06,6.750655000018923602e-03,-8.459565374999999676e+01,-8.730326449999999738e+01
5.888436550000000214e-01,3.620000000204015578e-06,6.908344999999371794e-03,-8.439563406000000612e+01,-8.710302059999999358e+01
6.025595860000000359e-01,3.840000000199239594e-06,7.069166999997378298e-03,-8.419561567999998886e+01,-8.690278920000000085e+01
6.165950019999999476e-01,4.080000000072914190e-06,7.233718000009048410e-03,-8.399559851000000776e+01,-8.670256980000000624e+01
6.309573440000000311e-01,4.320000000390677997e-06,7.402728999977625790e-03,-8.379558251999999641e+01,-8.650236209999999915e+01
6.456542290000000239e-01,4.569999999759488674e-06,7.575071999980309556e-03,-8.359556756000000632e+01,-8.630216550000000097e+01
6.606934479999999610e-01,4.850000000278242851e-06,7.750764000007848153e-03,-8.339555375999999853e+01,-8.610197970000000112e+01
6.760829750000000304e-01,5.129999999908818609e-06,7.931979999995064645e-03,-8.319554103000000111e+01,-8.590180429999999490e+01
6.918309710000000168e-01,5.429999999861934157e-06,8.117054999985384711e-03,-8.299552933999999027e+01,-8.570163890000000606e+01
7.079457839999999669e-01,5.739999999754274995e-06,8.305497000009154362e-03,-8.279551864999999111e+01,-8.550148319999999558e+01
7.244359599999999899e-01,6.060000000029930334e-06,8.498991999999816471e-03,-8.259550889999999868e+01,-8.530133680000000140e+01
7.413102409999999809e-01,6.400000000184036253e-06,8.697415000000319196e-03,-8.239550011999999413e+01,-8.510119939999999872e+01
7.585775750000000039e-01,6.759999999772503543e-06,8.899835999983451984e-03,-8.219549240000000623e+01,-8.490107079999999939e+01
7.762471170000000420e-01,7.129999999744285333e-06,9.106532000004108340e-03,-8.199548550999999463e+01,-8.470095070000000703e+01
7.943282350000000491e-01,7.520000000038606913e-06,9.318993999983149479e-03,-8.179547963000000266e+01,-8.450083890000000508e+01
8.128305160000000029e-01,7.929999999767289864e-06,9.535938999988502474e-03,-8.159547459000000913e+01,-8.430073500000000308e+01
8.317637709999999851e-01,8.350000000323376526e-06,9.758314000009704614e-03,-8.139547052000000349e+01,-8.410063890000000697e+01
8.511380379999999857e-01,8.800000000253049848e-06,9.985312999987172589e-03,-8.119546723999999926e+01,-8.390055040000000020e+01
8.709635900000000097e-01,9.270000000061173751e-06,1.021838299999444644e-02,-8.099546492999999714e+01,-8.370046920000000057e+01
8.912509379999999926e-01,9.759999999747748234e-06,1.045623300001352618e-02,-8.079546347000000139e+01,-8.350039540000000216e+01
9.120108390000000176e-01,1.028000000014017701e-05,1.069985000000883701e-02,-8.059546291999998857e+01,-8.330032850000000622e+01
9.332543009999999528e-01,1.081999999996696715e-05,1.094850000001201806e-02,-8.039546323999999800e+01,-8.310026860000000681e+01
9.549925860000000322e-01,1.137000000017707180e-05,1.120373999998491854e-02,-8.019546434000000090e+01,-8.290021559999999567e+01
9.772372209999999892e-01,1.195999999969998839e-05,1.146446000001333232e-02,-7.999546644000000128e+01,-8.270016920000000482e+01
1.000000000000000000e+00,1.258999999986798457e-05,1.173183000000221909e-02,-7.979546934999999053e+01,-8.250012940000000583e+01
1.023292990000000069e+00,1.323000000041929525e-05,1.200538000000506145e-02,-7.959547315000000367e+01,-8.230009610000000464e+01
1.047128550000000047e+00,1.390999999983932867e-05,1.228495999998813204e-02,-7.939547781999999643e+01,-8.210006930000000125e+01
1.071519310000000003e+00,1.461999999996521638e-05,1.257080000002019915e-02,-7.919548351000000252e+01,-8.190004879999999332e+01
1.096478199999999958e+00,1.535999999990877996e-05,1.286344999999755601e-02,-7.899548996999999417e+01,-8.170003470000000334e+01
1.122018449999999889e+00,1.614000000005333391e-05,1.316288999998960207e-02,-7.879549742000000379e+01,-8.150002689999999461e+01
1.148153619999999986e+00,1.695999999995478902e-05,1.346944000002281427e-02,-7.859550588999999832e+01,-8.130002539999999556e+01
1.174897550000000068e+00,1.781000000011800921e-05,1.378385999998954503e-02,-7.839551527999999792e+01,-8.110003020000000618e+01
1.202264430000000051e+00,1.870000000003813057e-05,1.410430999999334745e-02,-7.819552557000000093e+01,-8.090004129999999805e+01
1.230268769999999900e+00,1.964000000009846758e-05,1.443337000000610715e-02,-7.799553693999999382e+01,-8.070005879999999365e+01
1.258925410000000022e+00,2.061999999991570576e-05,1.476908999998727268e-02,-7.779554935999999543e+01,-8.050008259999999893e+01
1.288249549999999966e+00,2.164000000037802351e-05,1.511292999998659070e-02,-7.759556277000000080e+01,-8.030011279999999374e+01
1.318256740000000038e+00,2.272000000003160380e-05,1.546487000001661727e-02,-7.739557729000000563e+01,-8.010014950000000056e+01
