f_ghz,s21_msb_db,s21_lsb_db,s11_msb_db,s11_lsb_db,s22_db
2.630267990000000111e+00,8.364959130000000798e+00,2.390984410000000171e+00,-2.630024960000000078e+01,-2.840886250000000146e+01,-3.286597479999999649e+01
2.691534799999999894e+00,8.364608820000000833e+00,2.390790309999999863e+00,-2.623481310000000022e+01,-2.837851360000000156e+01,-3.275527749999999827e+01
2.754228700000000085e+00,8.364240979999999936e+00,2.390586020000000200e+00,-2.616734190000000027e+01,-2.834696200000000132e+01,-3.264232390000000095e+01
2.818382929999999842e+00,8.363854860000000002e+00,2.390371130000000122e+00,-2.609780579999999972e+01,-2.831416919999999848e+01,-3.252712850000000344e+01
2.884031499999999859e+00,8.363449660000000563e+00,2.390145210000000020e+00,-2.602617629999999949e+01,-2.828009649999999908e+01,-3.240970779999999962e+01
2.951209229999999906e+00,8.363024570000000324e+00,2.389907809999999966e+00,-2.595242670000000018e+01,-2.824470450000000099e+01,-3.229008050000000196e+01
3.019951719999999895e+00,8.362578709999999305e+00,2.389658460000000151e+00,-2.587653189999999981e+01,-2.820795370000000091e+01,-3.216826749999999890e+01
3.090295429999999843e+00,8.362111179999999422e+00,2.389396660000000061e+00,-2.579846879999999842e+01,-2.816980390000000156e+01,-3.204429180000000343e+01
3.162277659999999990e+00,8.361621030000000232e+00,2.389121900000000132e+00,-2.571821639999999931e+01,-2.813021499999999975e+01,-3.191817819999999983e+01
3.235936569999999790e+00,8.361107249999999880e+00,2.388833620000000213e+00,-2.563575559999999953e+01,-2.808914670000000058e+01,-3.178995340000000169e+01
3.311311209999999949e+00,8.360568810000000184e+00,2.388531280000000034e+00,-2.555106939999999938e+01,-2.804655839999999856e+01,-3.165964590000000101e+01
3.388441559999999964e+00,8.360004619999999775e+00,2.388214259999999811e+00,-2.546414329999999993e+01,-2.800240970000000118e+01,-3.152728580000000136e+01
3.467368500000000076e+00,8.359413529999999426e+00,2.387881950000000142e+00,-2.537496499999999955e+01,-2.795666029999999935e+01,-3.139290480000000017e+01
